Time,FSR Reading
1748627107.4272928,716
1748627107.5276473,716
1748627107.6280024,716
1748627107.7282672,716
1748627107.8286607,716
1748627107.9291756,717
1748627108.0294623,717
1748627108.1299343,717
1748627108.2301679,717
1748627108.330435,717
1748627108.431043,717
1748627108.5313768,717
1748627108.6316733,717
1748627108.7319453,717
1748627108.8323708,718
1748627108.9328108,717
1748627109.0331573,717
1748627109.133497,717
1748627109.2338068,718
1748627109.3342533,717
1748627109.4346964,718
1748627109.5352266,717
1748627109.6353698,717
1748627109.7356691,717
1748627109.8361998,717
1748627109.9365056,717
1748627110.0369954,717
1748627110.137147,716
1748627110.2375777,716
1748627110.3380823,716
1748627110.438466,716
1748627110.5388172,716
1748627110.6391196,716
1748627110.7395735,716
1748627110.8398974,716
1748627110.9403126,716
1748627111.0405622,716
1748627111.14143,716
1748627111.2413604,716
1748627111.341808,716
1748627111.4421566,716
1748627111.5426817,716
1748627111.6428945,716
1748627111.7431626,716
1748627111.8435104,716
1748627111.943978,716
1748627112.044345,716
1748627112.144825,716
1748627112.2451031,716
1748627112.345456,716
1748627112.4458225,717
1748627112.5462773,717
1748627112.6466181,717
1748627112.7468648,717
1748627112.8473547,717
1748627112.9477992,717
1748627113.0479898,717
1748627113.148442,717
1748627113.248789,717
1748627113.3491662,717
1748627113.4494908,717
1748627113.5498946,717
1748627113.6502516,717
1748627113.7505736,717
1748627113.8510702,718
1748627113.9513943,717
1748627114.0520034,717
1748627114.1520772,717
1748627114.252337,717
1748627114.352899,717
1748627114.453254,717
1748627114.5536504,716
1748627114.6539304,716
1748627114.7542453,716
1748627114.8548114,716
1748627114.955155,716
1748627115.0555258,716
1748627115.1559186,716
1748627115.2561145,716
1748627115.3566296,716
1748627115.4569688,715
1748627115.5573528,716
1748627115.6576166,716
1748627115.7580884,715
1748627115.8584635,716
1748627115.958777,716
1748627116.0591981,716
1748627116.1594138,716
1748627116.2599277,716
1748627116.360303,716
1748627116.4606156,716
1748627116.5610652,716
1748627116.6613963,716
1748627116.7621357,716
1748627116.862116,717
1748627116.96252,717
1748627117.0628502,717
1748627117.16326,717
1748627117.2638593,717
1748627117.3640604,717
1748627117.46431,717
1748627117.5647988,717
1748627117.6651561,717
1748627117.7656958,717
1748627117.8658514,718
1748627117.966236,718
1748627118.0666397,717
1748627118.1670597,717
1748627118.2673035,717
1748627118.3679001,718
1748627118.4681435,718
1748627118.568492,717
1748627118.6687827,717
1748627118.7691817,717
1748627118.8695881,717
1748627118.9699154,717
1748627119.0703335,717
1748627119.1706905,717
1748627119.2711425,717
1748627119.3713512,717
1748627119.4717693,716
1748627119.5724554,716
1748627119.6725326,716
1748627119.7729616,716
1748627119.873284,716
1748627119.9735198,716
1748627120.074038,716
1748627120.1744094,716
1748627120.2747707,716
1748627120.3750935,716
1748627120.4753718,716
1748627120.5758655,716
1748627120.6762214,716
1748627120.7766032,716
1748627120.8770328,716
1748627120.9773061,716
1748627121.0777624,716
1748627121.1781266,716
1748627121.2784898,716
1748627121.3788526,717
1748627121.4794269,717
1748627121.5795715,717
1748627121.6799574,717
1748627121.780414,717
1748627121.8807647,717
1748627121.9810913,717
1748627122.081509,717
1748627122.181969,718
1748627122.2820358,718
1748627122.383018,718
1748627122.4832897,718
1748627122.5831723,718
1748627122.683654,718
1748627122.7840621,718
1748627122.8843968,718
1748627122.9847507,718
1748627123.0850778,718
1748627123.1855183,718
1748627123.2859776,717
1748627123.3863268,717
1748627123.4865189,717
1748627123.5870335,717
1748627123.6873581,717
1748627123.7877772,717
1748627123.8881168,717
1748627123.9884095,716
1748627124.088936,717
1748627124.1892161,717
1748627124.2896616,716
1748627124.3899777,716
1748627124.4903636,716
1748627124.59059,716
1748627124.6910965,716
1748627124.7914941,716
1748627124.8919327,716
1748627124.9921994,716
1748627125.0928044,717
1748627125.1930263,716
1748627125.2932856,716
1748627125.3937483,716
1748627125.4941387,716
1748627125.5943916,717
1748627125.6948373,717
1748627125.795359,717
1748627125.89556,717
1748627125.9960308,717
1748627126.096168,717
1748627126.1965387,717
1748627126.2969553,718
1748627126.3973322,718
1748627126.4978309,718
1748627126.598116,718
1748627126.69842,718
1748627126.798855,718
1748627126.8992639,718
1748627126.9995706,718
1748627127.099994,718
1748627127.2004092,718
1748627127.3007464,718
1748627127.401108,718
1748627127.5013857,718
1748627127.6019328,718
1748627127.7024262,718
1748627127.8026636,718
1748627127.9030342,717
1748627128.0032942,717
1748627128.103738,718
1748627128.204105,718
1748627128.3044746,719
1748627128.4048166,719
1748627128.5051348,719
1748627128.6055918,718
1748627128.7059827,720
1748627128.806275,732
1748627128.9065654,749
1748627129.0070097,745
1748627129.1074314,927
1748627129.2088575,1023
1748627129.3092735,1023
1748627129.408641,980
1748627129.508942,973
1748627129.6092362,912
1748627129.7098274,893
1748627129.8100574,879
1748627129.9103575,868
1748627130.0108938,872
1748627130.1111662,867
1748627130.2115924,839
1748627130.311789,825
1748627130.41227,823
1748627130.512678,808
1748627130.6129155,806
1748627130.7133722,806
1748627130.8137403,805
1748627130.914103,805
1748627131.0145934,804
1748627131.1149268,804
1748627131.2152762,803
1748627131.3156428,803
1748627131.4160872,803
1748627131.5165267,802
1748627131.6167064,802
1748627131.71711,801
1748627131.817551,801
1748627131.9179044,801
1748627132.018433,800
1748627132.118663,799
1748627132.219056,799
1748627132.3193796,798
1748627132.4198196,798
1748627132.5201101,796
1748627132.6203895,796
1748627132.7207825,795
1748627132.821259,795
1748627132.9216552,794
1748627133.0220182,793
1748627133.122377,793
1748627133.2226315,792
1748627133.3229575,792
1748627133.4234877,792
1748627133.5239308,791
1748627133.6241837,790
1748627133.7246163,790
1748627133.824858,789
1748627133.9253788,789
1748627134.0257287,788
1748627134.126093,788
1748627134.226307,787
1748627134.3268936,787
1748627134.4271743,787
1748627134.5275373,786
1748627134.6279593,786
1748627134.728164,786
1748627134.8285463,785
1748627134.9289925,785
1748627135.0295844,785
1748627135.129798,784
1748627135.2300556,784
1748627135.3305342,784
1748627135.4309003,784
1748627135.5313146,784
1748627135.6316113,784
1748627135.7319272,783
1748627135.8323667,783
1748627135.9328284,783
1748627136.0331256,782
1748627136.1334221,782
1748627136.2337675,781
1748627136.3342514,781
1748627136.434762,780
1748627136.5349822,780
1748627136.6353567,780
1748627136.735578,779
1748627136.8360841,778
1748627136.936461,778
1748627137.036895,778
1748627137.137248,777
1748627137.2375658,776
1748627137.3378465,776
1748627137.4383836,776
1748627137.5388117,775
1748627137.6391506,775
1748627137.7395666,774
1748627137.8398085,774
1748627137.9401643,774
1748627138.0405586,773
1748627138.140996,773
1748627138.2414083,772
1748627138.3417196,772
1748627138.4419851,772
1748627138.5423808,771
1748627138.6428018,771
1748627138.7431543,771
1748627138.8434987,771
1748627138.9437563,771
1748627139.0442815,770
1748627139.144584,770
1748627139.2450585,770
1748627139.3453429,770
1748627139.4456935,770
1748627139.5461464,770
1748627139.6464527,770
1748627139.7468717,769
1748627139.8471565,769
1748627139.9474669,769
1748627140.0480614,769
1748627140.148327,768
1748627140.249015,768
1748627140.3490658,768
1748627140.4493647,767
1748627140.5498688,767
1748627140.6501644,767
1748627140.7505164,767
1748627140.850893,766
1748627140.9512458,766
1748627141.0515034,766
1748627141.1520817,765
1748627141.2529163,765
1748627141.352778,765
1748627141.453051,764
1748627141.5534163,763
1748627141.653889,763
1748627141.7543035,763
1748627141.854688,762
1748627141.9549594,762
1748627142.0553737,761
1748627142.155772,761
1748627142.2560854,760
1748627142.3564157,760
1748627142.4567783,760
1748627142.5571537,759
1748627142.6575093,759
1748627142.7580247,759
1748627142.8582861,758
1748627142.9586918,758
1748627143.0590537,758
1748627143.159435,758
1748627143.2598693,757
1748627143.3602228,757
1748627143.4604886,757
1748627143.5609636,757
1748627143.6613133,756
1748627143.761696,756
1748627143.8620605,756
1748627143.9622505,756
1748627144.0627663,756
1748627144.163136,756
1748627144.2634609,756
1748627144.3639634,756
1748627144.4642093,756
1748627144.5645916,755
1748627144.6650376,755
1748627144.7655737,755
1748627144.8656619,755
1748627144.9661026,754
1748627145.0664597,754
1748627145.1668375,754
1748627145.2672431,754
1748627145.3675468,754
1748627145.4679399,753
1748627145.5683353,753
1748627145.6686883,753
1748627145.769077,753
1748627145.8694363,752
1748627145.96982,751
1748627146.0701497,751
1748627146.170533,751
1748627146.270991,750
1748627146.3713107,750
1748627146.4717336,750
1748627146.57204,750
1748627146.6723845,749
1748627146.772894,749
1748627146.873142,749
1748627146.9735053,748
1748627147.0739596,748
1748627147.1742144,748
1748627147.2745585,748
1748627147.374927,747
1748627147.475309,747
1748627147.57566,747
1748627147.6759913,747
1748627147.7764945,747
1748627147.8768497,747
1748627147.9771178,747
1748627148.0775232,746
1748627148.1779103,746
1748627148.2783608,747
1748627148.378662,746
1748627148.479024,746
1748627148.5794876,746
1748627148.6799252,747
1748627148.780211,746
1748627148.8805723,746
1748627148.9808705,746
1748627149.081258,746
1748627149.1816797,746
1748627149.2820141,746
1748627149.3823962,746
1748627149.4827366,746
1748627149.5830889,746
1748627149.6833627,746
1748627149.7838492,746
1748627149.8843892,746
1748627149.98455,746
1748627150.0850382,745
1748627150.1853714,745
1748627150.2857776,745
1748627150.3861022,745
1748627150.4862893,744
1748627150.586724,744
1748627150.6871588,744
1748627150.7876475,743
1748627150.8879564,743
1748627150.9882514,743
1748627151.0890706,743
1748627151.1888938,742
1748627151.2895403,742
1748627151.389788,742
1748627151.4901242,742
1748627151.5905535,742
1748627151.6909087,742
1748627151.7917192,741
1748627151.8916688,741
1748627151.9919267,741
1748627152.092266,741
1748627152.1927266,741
1748627152.293087,740
1748627152.3933778,740
1748627152.4938061,740
1748627152.5941818,740
1748627152.694503,740
1748627152.795056,740
1748627152.895329,740
1748627152.995635,740
1748627153.0964878,740
1748627153.1967075,740
1748627153.2968004,740
1748627153.3971672,740
1748627153.4974678,740
1748627153.5979848,740
1748627153.6982744,740
1748627153.7987387,740
1748627153.899004,740
1748627153.9998765,740
1748627154.0998404,740
1748627154.200208,740
1748627154.3004353,740
1748627154.4009886,740
1748627154.5015762,739
1748627154.6016366,739
1748627154.701892,739
1748627154.8023252,739
1748627154.9027228,739
1748627155.003062,739
1748627155.1035452,739
1748627155.2038968,738
1748627155.30415,738
1748627155.4046338,738
1748627155.5051236,738
1748627155.6056724,737
1748627155.7057168,737
1748627155.8060608,737
1748627155.906379,736
1748627156.0067728,736
1748627156.1070573,736
1748627156.2075164,736
1748627156.307844,735
1748627156.4083023,735
1748627156.508738,735
1748627156.6089537,735
1748627156.7093215,735
1748627156.810095,735
1748627156.9101129,734
1748627157.0104635,734
1748627157.1108336,734
1748627157.211186,734
1748627157.3116508,734
1748627157.4119787,734
1748627157.5122497,734
1748627157.6127121,734
1748627157.7130623,734
1748627157.8133788,734
1748627157.9137774,734
1748627158.0141718,734
1748627158.1145194,734
1748627158.2149515,734
1748627158.3154593,734
1748627158.4158645,734
1748627158.5158246,734
1748627158.616608,734
1748627158.7166746,734
1748627158.8171701,734
1748627158.9174185,734
1748627159.0177393,734
1748627159.1181822,734
1748627159.2186089,734
1748627159.3189166,734
1748627159.4193313,733
1748627159.5196078,733
1748627159.6200025,733
1748627159.7204072,733
1748627159.8208263,733
1748627159.9212224,733
1748627160.0217128,732
1748627160.121909,732
1748627160.22233,732
1748627160.322619,732
1748627160.4230964,731
1748627160.5233572,731
1748627160.6238766,731
1748627160.7241893,731
1748627160.8246052,730
1748627160.9248865,730
1748627161.025201,730
1748627161.1256037,730
1748627161.226038,730
1748627161.3263803,729
1748627161.4267735,729
1748627161.5269985,729
1748627161.6276517,729
1748627161.7277763,729
1748627161.828421,729
1748627161.928492,728
1748627162.0287683,728
1748627162.1292174,729
1748627162.2296665,729
1748627162.329964,729
1748627162.4310386,728
1748627162.5308704,729
1748627162.6315753,729
1748627162.7314577,729
1748627162.831888,729
1748627162.9325485,729
1748627163.0329628,729
1748627163.1329737,729
1748627163.233404,729
1748627163.3338447,729
1748627163.4345365,729
1748627163.534826,729
1748627163.6351519,729
1748627163.735393,729
1748627163.8359234,728
1748627163.9362605,728
1748627164.0364206,728
1748627164.1365786,728
1748627164.2370112,728
1748627164.3373125,728
1748627164.4377847,728
1748627164.5382903,728
1748627164.638473,727
1748627164.7388911,727
1748627164.8392546,727
1748627164.9396963,727
1748627165.0400975,727
1748627165.1406634,727
1748627165.2406507,727
1748627165.3410401,727
1748627165.4414463,727
1748627165.5420952,726
1748627165.642288,726
1748627165.7425818,726
1748627165.843009,726
1748627165.9433234,725
1748627166.0436804,726
1748627166.1441398,725
1748627166.2444715,725
1748627166.345153,725
1748627166.4451807,725
1748627166.5456378,725
1748627166.6462939,725
1748627166.7463744,725
1748627166.8467312,725
1748627166.9471238,725
1748627167.0475802,725
1748627167.1478539,725
1748627167.2482152,725
1748627167.3486798,725
1748627167.4487832,725
1748627167.5493286,725
1748627167.6496494,725
1748627167.7502317,725
1748627167.8504024,725
1748627167.9508376,726
1748627168.0511835,725
1748627168.1514776,725
1748627168.251933,725
1748627168.3521733,726
1748627168.4528565,726
1748627168.5530365,726
1748627168.653315,725
1748627168.753606,725
1748627168.854123,725
1748627168.9544528,726
1748627169.0548654,725
1748627169.1553636,725
1748627169.2556653,725
1748627169.355997,725
1748627169.456615,725
1748627169.556747,724
1748627169.657017,724
1748627169.7574728,724
1748627169.8578584,724
1748627169.9581757,724
1748627170.0585763,724
1748627170.1588392,723
1748627170.2592902,723
1748627170.3596618,723
1748627170.460047,723
1748627170.5603788,723
1748627170.6609316,722
1748627170.7610817,722
1748627170.861417,722
1748627170.961938,722
1748627171.0622108,722
1748627171.1628022,722
1748627171.2630196,722
1748627171.3634017,722
1748627171.4637403,722
1748627171.5641017,722
1748627171.6643767,722
1748627171.7649076,722
1748627171.865168,722
1748627171.9655871,722
1748627172.065909,722
1748627172.166255,722
1748627172.266744,722
1748627172.3670912,723
1748627172.4674656,723
1748627172.5679095,723
1748627172.6681244,723
1748627172.7685606,723
1748627172.8689356,723
1748627172.9693074,723
1748627173.06974,723
1748627173.170269,723
1748627173.2706375,723
1748627173.3708234,723
1748627173.4712076,723
1748627173.5715678,723
1748627173.671815,723
1748627173.7722986,723
1748627173.8726597,722
1748627173.9730177,722
1748627174.0733793,722
1748627174.1736937,722
1748627174.2741036,722
1748627174.3744373,721
1748627174.4748206,721
1748627174.5751534,721
1748627174.67563,721
1748627174.7758844,721
1748627174.876357,720
1748627174.9767182,720
1748627175.0770938,720
1748627175.1773236,720
1748627175.277825,720
1748627175.3782003,720
1748627175.4786575,719
1748627175.5788586,720
1748627175.6791604,720
1748627175.7796063,720
1748627175.8799355,720
1748627175.9803648,720
1748627176.080794,720
1748627176.1810381,720
1748627176.2814567,719
1748627176.3818965,719
1748627176.4822218,720
1748627176.582542,720
1748627176.6828468,720
1748627176.7837102,720
1748627176.8836946,720
1748627176.9840057,720
1748627177.0844054,720
1748627177.1850083,720
1748627177.285136,720
1748627177.385337,720
1748627177.4858747,721
1748627177.5862968,721
1748627177.6865997,721
1748627177.7870433,721
1748627177.8874228,721
1748627177.987848,721
1748627178.088207,720
1748627178.1885865,720
1748627178.2888908,721
1748627178.3892634,721
1748627178.4896927,720
1748627178.5900521,720
1748627178.6905534,720
1748627178.7906604,720
1748627178.8910863,720
1748627178.9915314,720
1748627179.091873,720
1748627179.1922884,719
1748627179.2926147,719
1748627179.3932874,719
1748627179.4934025,719
1748627179.5937982,719
1748627179.6940143,719
1748627179.7943566,719
1748627179.894808,719
1748627179.995192,719
1748627180.095528,718
1748627180.1959732,718
1748627180.2963333,718
1748627180.396658,718
1748627180.4969969,718
1748627180.59742,719
1748627180.6979442,718
1748627180.7981327,718
1748627180.8986106,718
1748627180.99893,719
1748627181.0992916,719
1748627181.199736,719
1748627181.3000755,719
1748627181.400381,719
1748627181.500774,720
1748627181.601086,720
1748627181.701579,720
1748627181.8018074,719
1748627181.9022565,720
1748627182.0025926,719
1748627182.102988,719
1748627182.2037163,719
1748627182.3037925,719
1748627182.4041245,719
1748627182.50479,719
1748627182.6047776,719
1748627182.7052073,719
1748627182.8055995,719
1748627182.9058557,719
1748627183.0063193,719
1748627183.1071544,719
1748627183.2069476,718
1748627183.3075163,718
1748627183.4078283,718
1748627183.5081959,718
1748627183.6086102,718
1748627183.7089458,718
1748627183.809435,718
1748627183.909743,718
1748627184.0100691,719
1748627184.1105094,719
1748627184.210709,718
1748627184.3111415,718
1748627184.4118292,718
1748627184.511912,718
1748627184.612176,718
1748627184.712712,718
1748627184.8129206,718
1748627184.9134223,718
1748627185.0138404,718
1748627185.1140833,718
1748627185.2145216,718
1748627185.3147388,718
1748627185.4151525,719
1748627185.5155973,718
1748627185.6159644,718
1748627185.7163718,718
1748627185.8166687,718
1748627185.9170384,718
1748627186.017422,718
1748627186.1178596,718
1748627186.218202,718
1748627186.3186898,718
1748627186.4188747,718
1748627186.5193472,718
1748627186.619681,718
1748627186.7200267,718
1748627186.8206968,719
1748627186.9207337,718
1748627187.0211558,718
1748627187.1215005,718
1748627187.222013,718
1748627187.322289,718
1748627187.4226441,718
1748627187.5228941,718
1748627187.6233234,718
1748627187.7237592,718
1748627187.8240676,718
1748627187.9243708,718
1748627188.024776,718
1748627188.125206,718
1748627188.2256832,718
1748627188.3259532,718
1748627188.4263308,718
1748627188.5265942,718
1748627188.627187,718
1748627188.727613,718
1748627188.8278437,718
1748627188.928166,718
1748627189.0286243,718
1748627189.1293755,718
1748627189.229381,718
1748627189.3298275,718
1748627189.4300294,718
1748627189.5304935,718
1748627189.630864,718
1748627189.7313066,718
1748627189.831574,718
1748627189.9318464,718
1748627190.0323443,718
1748627190.1327116,718
1748627190.2330382,718
1748627190.3334918,718
1748627190.433718,718
1748627190.5341303,718
1748627190.6345763,718
1748627190.7349331,718
1748627190.835268,718
1748627190.9355614,718
1748627191.0360205,718
1748627191.136394,718
1748627191.2368376,718
1748627191.337088,718
1748627191.437401,718
1748627191.5378351,718
1748627191.638179,718
1748627191.738554,718
1748627191.8391097,718
1748627191.939378,718
1748627192.039746,718
1748627192.1401575,718
1748627192.2405808,718
1748627192.3408313,718
1748627192.4411416,718
1748627192.5414393,718
1748627192.6419103,718
1748627192.742402,718
1748627192.8426538,718
1748627192.9430175,718
1748627193.0434775,718
1748627193.1438313,718
1748627193.2442439,718
1748627193.3445404,718
1748627193.444933,718
1748627193.5453167,718
1748627193.6456497,718
1748627193.7460225,718
1748627193.8463502,718
1748627193.9467254,718
1748627194.0470893,718
1748627194.1475558,718
1748627194.2481732,718
1748627194.3482935,718
1748627194.448622,718
1748627194.5490165,718
1748627194.6492958,718
1748627194.7506864,718
1748627194.850167,718
1748627194.9505568,718
1748627195.050919,718
1748627195.151268,718
1748627195.2516956,718
1748627195.351996,718
1748627195.4522176,718
1748627195.5527391,718
1748627195.653023,718
1748627195.7534816,719
1748627195.8537998,718
1748627195.954205,718
1748627196.0545528,718
1748627196.1549087,718
1748627196.2553236,718
1748627196.3557286,718
1748627196.4562175,718
1748627196.5564659,718
1748627196.6567514,718
1748627196.7571554,718
1748627196.8575153,718
1748627196.9579039,718
1748627197.0582218,718
1748627197.1586056,718
1748627197.258894,718
1748627197.359267,718
1748627197.4597983,718
1748627197.5599437,718
1748627197.6604574,718
1748627197.7607534,718
1748627197.8613524,718
1748627197.9615831,718
1748627198.0619226,718
1748627198.162291,718
1748627198.2626839,717
1748627198.3630693,718
1748627198.463347,718
1748627198.5638566,718
1748627198.6642177,718
1748627198.7644658,719
1748627198.864934,719
1748627198.9652922,718
1748627199.065717,719
1748627199.1659737,717
1748627199.266346,719
1748627199.3670795,719
